application,score_column,MaterialId,Reduced Formula,score_value,viability,weighted_score,clscore,Bandgap,source,is_experimental
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-31770,Fe3O4,1.0,0.773,0.773,0.563198447227478,0.0,MP_synthesized,False
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-505595,Fe3O4,1.0,0.773,0.773,0.6656357645988464,0.4689,MP_synthesized,False
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-510252,Fe3O4,1.0,0.773,0.773,0.8186781406402588,0.2435,MP_synthesized,False
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-22635,Fe7SiO10,1.0,0.772,0.772,0.9165456295013428,0.0,MP_synthesized,False
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-505110,FeCuO2,1.0,0.772,0.772,0.9085819125175476,0.0,MP_synthesized,False
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-510281,FeCuO2,1.0,0.772,0.772,0.8968990445137024,0.0,MP_synthesized,False
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,mp-20311,FeSe,0.85,0.779,0.66215,0.7721580862998962,0.0,MP_synthesized,False
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,8faa33925b,Fe4Se3S,0.85,0.775,0.65875,0.967870831489563,0.0077,Experimental,True
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,8a097be9e6,Na(FeSe)3,0.85,0.771,0.65535,0.9412961006164552,0.0097,Experimental,True
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,1de6009a98,KFe6Se7,0.85,0.77,0.6545,0.9135770797729492,0.0041,Experimental,True
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,mp-1103177,FeSe2,0.85,0.767,0.65195,0.7321646809577942,0.016299999999999,MP_synthesized,False
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,mp-760,FeSe2,0.85,0.767,0.65195,0.7669041752815247,0.3741,MP_synthesized,False
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,18045e7915,K(FeSe)3,0.85,0.766,0.6511,0.8638989329338074,0.0071,Experimental,True
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,mp-15896,Cu2SiSe3,0.85,0.766,0.6511,0.9208141565322876,0.238699999999999,MP_synthesized,False
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,1922a60086,Fe4SeS3,0.85,0.764,0.6494,0.9553924202919006,0.0196,Experimental,True
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,1f4e33901f,RbFe6Se7,0.85,0.764,0.6494,0.9098531007766724,0.0033,Experimental,True
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-504587,Fe9Cu9S16,0.9,0.753,0.6777,0.8014405369758606,0.0,MP_synthesized,False
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,8a4c443459,NaCu4(SeS)2,0.9,0.751,0.6759000000000001,0.5380176901817322,0.0103,Experimental,True
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,d9569927ed,Na3Cu4Se3S,0.9,0.748,0.6732,0.6743502020835876,0.0008,Experimental,True
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-22295,Ca(Cu2P)2,0.9,0.748,0.6732,0.840376079082489,0.0,MP_synthesized,False
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-3497,FeCuS2,0.9,0.748,0.6732,0.6969283819198608,0.43,MP_synthesized,False
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-1078387,FeCu3S4,0.9,0.744,0.6696,0.5512157082557678,0.0,MP_synthesized,False
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,e2407163fe,Na3Cu4(SeS)2,0.9,0.742,0.6678000000000001,0.7073482275009155,0.0049,Experimental,True
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,d5df39e6c7,Ca2Fe2CuN3,0.9,0.741,0.6669,0.7185001969337463,0.0004,Experimental,True
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-1188558,FeCu2SiS4,0.9,0.741,0.6669,0.7518506050109863,0.0213,MP_synthesized,False
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,04b8029dc7,KCu2SeS,0.9,0.74,0.666,0.5253714919090271,0.0031,Experimental,True
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-1078361,Fe2O3,0.9,0.768,0.6912,0.9682540893554688,2.2,MP_synthesized,False
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-1456,Fe2O3,0.9,0.768,0.6912,0.7802080512046814,2.2,MP_synthesized,False
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-19770,Fe2O3,0.9,0.768,0.6912,0.9818907380104064,2.2,MP_synthesized,False
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-510080,Fe2O3,0.9,0.768,0.6912,0.993530809879303,2.2,MP_synthesized,False
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-542896,Fe2O3,0.9,0.768,0.6912,0.9099158644676208,2.2,MP_synthesized,False
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-557546,Fe2O3,0.9,0.768,0.6912,0.9557393193244934,2.2,MP_synthesized,False
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-565814,Fe2O3,0.9,0.768,0.6912,0.9708080887794496,2.2,MP_synthesized,False
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-18816,Fe2SiO4,0.9,0.765,0.6885,0.744098961353302,2.7099,MP_synthesized,False
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-555755,Fe5(SiO4)3,0.9,0.758,0.6822,0.8711500763893127,2.4392,MP_synthesized,False
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-510670,FeHO2,0.9,0.755,0.6795,0.9114865064620972,1.8729,MP_synthesized,False
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,c27c020e39,Fe6Si2P,0.9,0.81,0.7290000000000001,0.9570402503013612,0.0014,Experimental,True
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,fa1c490746,Fe10SiB4P,0.9,0.803,0.7227,0.9882189035415648,0.0036,Experimental,True
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,mp-18708,Fe3P,0.9,0.795,0.7155,0.9245282411575316,0.0,MP_synthesized,False
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,mp-9913,Fe5B2P,0.9,0.795,0.7155,0.9847395420074464,0.0,MP_synthesized,False
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,mp-6988,FeN,0.9,0.787,0.7083,0.6087753176689148,0.0,MP_synthesized,False
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,mp-778,Fe2P,0.9,0.784,0.7056,0.8963738679885864,0.0,MP_synthesized,False
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,8faa33925b,Fe4Se3S,0.9,0.775,0.6975,0.967870831489563,0.0077,Experimental,True
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,1922a60086,Fe4SeS3,0.9,0.764,0.6876,0.9553924202919006,0.0196,Experimental,True
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,mp-1005,FeP,0.9,0.758,0.6822,0.8678033351898193,0.0,MP_synthesized,False
Nitrogen Reduction Reaction (NRR) Catalyst,score_nitrogen_reduction_catalyst,ffed0bf366,Mn3Fe3Si2P,0.9,0.757,0.6813,0.6410405039787292,0.0022,Experimental,True
Methane Activation Catalyst,score_methane_activation_catalyst,c27c020e39,Fe6Si2P,0.85,0.81,0.6885,0.9570402503013612,0.0014,Experimental,True
Methane Activation Catalyst,score_methane_activation_catalyst,fa1c490746,Fe10SiB4P,0.85,0.803,0.68255,0.9882189035415648,0.0036,Experimental,True
Methane Activation Catalyst,score_methane_activation_catalyst,mp-18708,Fe3P,0.85,0.795,0.67575,0.9245282411575316,0.0,MP_synthesized,False
Methane Activation Catalyst,score_methane_activation_catalyst,mp-9913,Fe5B2P,0.85,0.795,0.67575,0.9847395420074464,0.0,MP_synthesized,False
Methane Activation Catalyst,score_methane_activation_catalyst,mp-1189032,Fe3S,0.85,0.794,0.6749,0.9300971031188964,0.0,MP_synthesized,False
Methane Activation Catalyst,score_methane_activation_catalyst,mp-6988,FeN,0.85,0.787,0.66895,0.6087753176689148,0.0,MP_synthesized,False
Methane Activation Catalyst,score_methane_activation_catalyst,mp-778,Fe2P,0.85,0.784,0.6664,0.8963738679885864,0.0,MP_synthesized,False
Methane Activation Catalyst,score_methane_activation_catalyst,mp-18905,FeO,0.85,0.783,0.66555,0.9425278306007384,0.0,MP_synthesized,False
Methane Activation Catalyst,score_methane_activation_catalyst,mp-1188678,Fe4O5,0.85,0.776,0.6596,0.9525421261787416,0.0,MP_synthesized,False
Methane Activation Catalyst,score_methane_activation_catalyst,8faa33925b,Fe4Se3S,0.85,0.775,0.65875,0.967870831489563,0.0077,Experimental,True
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-18905,FeO,0.9,0.783,0.7047,0.9425278306007384,0.0,MP_synthesized,False
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-1188678,Fe4O5,0.9,0.776,0.6984,0.9525421261787416,0.0,MP_synthesized,False
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-18731,Fe3O4,0.9,0.773,0.6957,0.9521861672401428,0.7548,MP_synthesized,False
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-19306,Fe3O4,0.9,0.773,0.6957,0.7054262757301331,0.0,MP_synthesized,False
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-31770,Fe3O4,0.9,0.773,0.6957,0.563198447227478,0.0,MP_synthesized,False
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-505595,Fe3O4,0.9,0.773,0.6957,0.6656357645988464,0.4689,MP_synthesized,False
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-510252,Fe3O4,0.9,0.773,0.6957,0.8186781406402588,0.2435,MP_synthesized,False
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-611817,Fe3O4,0.9,0.773,0.6957,0.9930312633514404,0.0,MP_synthesized,False
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-22635,Fe7SiO10,0.9,0.772,0.6948000000000001,0.9165456295013428,0.0,MP_synthesized,False
NOx Reduction Catalyst (SCR),score_nox_reduction_catalyst,mp-505110,FeCuO2,0.9,0.772,0.6948000000000001,0.9085819125175476,0.0,MP_synthesized,False
Semiconductor (General),score_semiconductor,mp-27492,CaFe5O7,0.95,0.759,0.72105,0.9654724597930908,1.247499999999999,MP_synthesized,False
Semiconductor (General),score_semiconductor,mp-22223,Fe3BO5,0.95,0.759,0.72105,0.9368154406547546,1.019499999999999,MP_synthesized,False
Semiconductor (General),score_semiconductor,mp-1179443,SiSe2,0.95,0.757,0.71915,0.9951345324516296,1.74,MP_synthesized,False
Semiconductor (General),score_semiconductor,mp-568264,SiSe2,0.95,0.757,0.71915,0.9759681224822998,1.74,MP_synthesized,False
Semiconductor (General),score_semiconductor,mp-696580,FeHO2,0.95,0.755,0.7172499999999999,0.9409451484680176,1.2204,MP_synthesized,False
Semiconductor (General),score_semiconductor,mp-18269,FeSiO3,0.95,0.755,0.7172499999999999,0.9508218765258788,1.452199999999999,MP_synthesized,False
Semiconductor (General),score_semiconductor,dcdb24cb51,Si2Se7,0.95,0.753,0.7153499999999999,0.9935256242752076,1.4207,Experimental,True
Semiconductor (General),score_semiconductor,mp-22774,Fe3BO6,0.95,0.752,0.7143999999999999,0.9340301752090454,1.1726,MP_synthesized,False
Semiconductor (General),score_semiconductor,mp-20302,Fe2BO4,0.95,0.749,0.71155,0.9301586747169496,1.1644,MP_synthesized,False
Semiconductor (General),score_semiconductor,mp-7433,NaCuSe,0.95,0.749,0.71155,0.6874668598175049,1.342,MP_synthesized,False
LED / Light Emitter,score_led,mp-866635,CuH3NCl,0.85,0.723,0.6145499999999999,0.9470205903053284,2.1259,MP_synthesized,False
LED / Light Emitter,score_led,mp-1194211,CuH2CN2Cl,0.85,0.708,0.6018,0.975865602493286,2.2499,MP_synthesized,False
LED / Light Emitter,score_led,mp-1189171,Zn2NCl,0.85,0.7,0.595,0.945517122745514,1.9701,MP_synthesized,False
LED / Light Emitter,score_led,mp-558146,FeN3ClO3,0.85,0.695,0.59075,0.975123941898346,1.9,MP_synthesized,False
LED / Light Emitter,score_led,mp-570040,CuH5C5NCl,0.85,0.693,0.58905,0.9566348791122437,1.8202,MP_synthesized,False
LED / Light Emitter,score_led,mp-866097,CuH6BrN2,0.85,0.693,0.58905,0.9707068800926208,2.881,MP_synthesized,False
LED / Light Emitter,score_led,mp-1193701,CuH2CBrN2,0.85,0.691,0.5873499999999999,0.8819989562034607,2.0763,MP_synthesized,False
LED / Light Emitter,score_led,a6c629ede6,PSe3(ClF2)3,0.85,0.69,0.5864999999999999,0.963659405708313,1.9588,Experimental,True
LED / Light Emitter,score_led,mp-1201169,P4Se3Br2,0.85,0.687,0.5839500000000001,0.993075966835022,2.014,MP_synthesized,False
LED / Light Emitter,score_led,mp-29124,Se2NCl5,0.85,0.687,0.5839500000000001,0.9970386028289796,2.6877,MP_synthesized,False
Photodetector,score_photodetector,mp-505244,FeCuSe2,0.85,0.773,0.65705,0.5882399678230286,0.16,MP_synthesized,False
Photodetector,score_photodetector,mp-10428,Cu8SiSe6,0.85,0.772,0.6562,0.9005647897720337,0.415199999999999,MP_synthesized,False
Photodetector,score_photodetector,mp-760,FeSe2,0.85,0.767,0.65195,0.7669041752815247,0.3741,MP_synthesized,False
Photodetector,score_photodetector,mp-15896,Cu2SiSe3,0.85,0.766,0.6511,0.9208141565322876,0.238699999999999,MP_synthesized,False
Photodetector,score_photodetector,6ba58b8274,Cu6SiMoSe8,0.85,0.758,0.6443,0.7837213277816772,0.8063,Experimental,True
Photodetector,score_photodetector,mp-1179443,SiSe2,0.85,0.757,0.64345,0.9951345324516296,1.74,MP_synthesized,False
Photodetector,score_photodetector,mp-568264,SiSe2,0.85,0.757,0.64345,0.9759681224822998,1.74,MP_synthesized,False
Photodetector,score_photodetector,dcdb24cb51,Si2Se7,0.85,0.753,0.64005,0.9935256242752076,1.4207,Experimental,True
Photodetector,score_photodetector,mp-1103067,FePSe,0.85,0.753,0.64005,0.6708496809005737,0.1894,MP_synthesized,False
Photodetector,score_photodetector,mp-7433,NaCuSe,0.85,0.749,0.6366499999999999,0.6874668598175049,1.342,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,mp-1203942,Zn2SiH2O5,0.9,0.705,0.6345,0.9164367914199828,3.0276,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,mp-643814,Zn2SiH2O5,0.9,0.705,0.6345,0.902658760547638,3.1428,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,mp-6172,Al2Fe3(SiO4)3,0.9,0.7,0.63,0.8437656760215759,3.826900000000001,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,mp-1195655,CdCu(SeO3)2,0.9,0.7,0.63,0.9034565091133118,3.33,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,mp-863003,NaAl6Fe3Si6B3H3O30F,0.9,0.698,0.6282,0.9070551991462708,3.5914,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,mp-1020594,Zn2SiO4,0.9,0.698,0.6282,0.9369027018547058,4.616,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,mp-1020636,Zn2SiO4,0.9,0.698,0.6282,0.8730641603469849,4.616,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,mp-3789,Zn2SiO4,0.9,0.698,0.6282,0.8740935921669006,4.616,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,mp-556163,Zn2SiO4,0.9,0.698,0.6282,0.8500943779945374,4.616,MP_synthesized,False
Transparent Conductor,score_transparent_conductor,eb7314ba49,CdSb6(SO8)2,0.9,0.69,0.621,0.9493911862373352,3.1755,Experimental,True
Ferroelectric,score_ferroelectric,mp-557596,Na2TiFe5(Si3O10)2,0.95,0.701,0.6659499999999999,0.8986483216285706,2.3118,MP_synthesized,False
Ferroelectric,score_ferroelectric,mp-648745,NaTiFeO4,0.95,0.679,0.64505,0.9151301980018616,2.248,MP_synthesized,False
Ferroelectric,score_ferroelectric,24485b8f17,Na2TiSe2O,0.95,0.678,0.6441,0.9799842238426208,2.0048,Experimental,True
Ferroelectric,score_ferroelectric,mp-720410,K2NaCa2TiSi7HO20,0.95,0.665,0.63175,0.9168015122413636,3.4517,MP_synthesized,False
Ferroelectric,score_ferroelectric,mp-510635,KNa2LiTi2Fe2(SiO3)8,0.95,0.664,0.6308,0.9192212224006652,2.0557,MP_synthesized,False
Ferroelectric,score_ferroelectric,mp-1200866,Na2TiSi4H4O13,0.95,0.662,0.6289,0.8864728212356567,4.1008,MP_synthesized,False
Ferroelectric,score_ferroelectric,mp-733509,Na2TiSi4H4O13,0.95,0.662,0.6289,0.9516254663467408,3.2593,MP_synthesized,False
Ferroelectric,score_ferroelectric,mp-1200505,Na2Ti2Si4O13,0.95,0.661,0.62795,0.7611973881721497,3.5136000000000003,MP_synthesized,False
Ferroelectric,score_ferroelectric,mp-5996,Na2Ti2Si2O9,0.95,0.658,0.6251,0.7844921350479126,2.9482,MP_synthesized,False
Ferroelectric,score_ferroelectric,mp-556283,Na2TiSi4O11,0.95,0.658,0.6251,0.9215312004089355,2.726199999999999,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-1020712,ZnSiN2,0.9,0.708,0.6372,0.9672538638114928,4.233,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-1203942,Zn2SiH2O5,0.9,0.705,0.6345,0.9164367914199828,3.0276,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-643814,Zn2SiH2O5,0.9,0.705,0.6345,0.902658760547638,3.1428,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-557596,Na2TiFe5(Si3O10)2,0.9,0.701,0.6309,0.8986483216285706,2.3118,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-6172,Al2Fe3(SiO4)3,0.9,0.7,0.63,0.8437656760215759,3.826900000000001,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-863003,NaAl6Fe3Si6B3H3O30F,0.9,0.698,0.6282,0.9070551991462708,3.5914,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-1020594,Zn2SiO4,0.9,0.698,0.6282,0.9369027018547058,4.616,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-1020636,Zn2SiO4,0.9,0.698,0.6282,0.8730641603469849,4.616,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-3789,Zn2SiO4,0.9,0.698,0.6282,0.8740935921669006,4.616,MP_synthesized,False
Piezoelectric,score_piezoelectric,mp-556163,Zn2SiO4,0.9,0.698,0.6282,0.8500943779945374,4.616,MP_synthesized,False
Phase Change Memory (PCM),score_phase_change_memory,mp-1078538,FeSe,0.85,0.779,0.66215,0.8709184527397156,0.0,MP_synthesized,False
Phase Change Memory (PCM),score_phase_change_memory,mp-1078945,FeSe,0.85,0.779,0.66215,0.9228391647338868,0.0,MP_synthesized,False
Phase Change Memory (PCM),score_phase_change_memory,mp-1080120,FeSe,0.85,0.779,0.66215,0.7547471523284912,0.0,MP_synthesized,False
Phase Change Memory (PCM),score_phase_change_memory,mp-1090,FeSe,0.85,0.779,0.66215,0.8503022789955139,0.0,MP_synthesized,False
Phase Change Memory (PCM),score_phase_change_memory,mp-20311,FeSe,0.85,0.779,0.66215,0.7721580862998962,0.0,MP_synthesized,False
Phase Change Memory (PCM),score_phase_change_memory,mp-540702,Fe7Se8,0.85,0.776,0.6596,0.8774343132972717,0.0,MP_synthesized,False
Phase Change Memory (PCM),score_phase_change_memory,8faa33925b,Fe4Se3S,0.85,0.775,0.65875,0.967870831489563,0.0077,Experimental,True
Phase Change Memory (PCM),score_phase_change_memory,mp-2780,Fe3Se4,0.85,0.773,0.65705,0.8230061531066895,0.0,MP_synthesized,False
Phase Change Memory (PCM),score_phase_change_memory,mp-505244,FeCuSe2,0.85,0.773,0.65705,0.5882399678230286,0.16,MP_synthesized,False
Phase Change Memory (PCM),score_phase_change_memory,mp-10428,Cu8SiSe6,0.85,0.772,0.6562,0.9005647897720337,0.415199999999999,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-6172,Al2Fe3(SiO4)3,1.0,0.7,0.7,0.8437656760215759,3.826900000000001,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-863003,NaAl6Fe3Si6B3H3O30F,1.0,0.698,0.698,0.9070551991462708,3.5914,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-1204107,Al4Fe2Si5O18,1.0,0.688,0.688,0.956125259399414,3.862699999999999,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-1203355,KNaAl6Si6(HO6)4,1.0,0.68,0.68,0.9206044673919678,4.4606,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-13703,Al4CO4,1.0,0.676,0.676,0.9682140946388244,3.823299999999999,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-706657,Al13Si5H18ClO38,1.0,0.674,0.674,0.8309880495071411,4.3438,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-560993,CaAl12Si4O27,1.0,0.674,0.674,0.9519827365875244,5.236199999999999,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-1019381,Al7Si3BO18,1.0,0.673,0.673,0.9466469883918762,4.9414,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-706243,Al2Si3H8(NO5)2,1.0,0.672,0.672,0.9801387786865234,4.9127,MP_synthesized,False
High-k Dielectric (Gate Oxide),score_highk_dielectric,mp-24469,CaAl4Si2(HO6)2,1.0,0.672,0.672,0.9011601805686952,4.5346,MP_synthesized,False
Nonlinear Optical (NLO) Material,score_nonlinear_optical,mp-18775,Fe3PO7,0.9,0.739,0.6651,0.8930516242980957,2.1744,MP_synthesized,False
